#separator:semicolon
#html:true
#tags column:3
Que sont les <b>tubules dentinaires</b> (canaux de Tomes) ?;Micro-canaux qui traversent toute la dentine, du <b>cément/émail</b> vers la <b>pulpe</b>.<br>Contiennent le <b>prolongement de l'odontoblaste</b> (fibre de Tomes).<br>→ <b>C'est la voie de la sensibilité et de la douleur dentaire.</b>;organe-dentaire
Définis : <b>chambre pulpaire</b> vs <b>canal radiculaire</b>.;<b>Chambre pulpaire</b> : cavité dans la <b>couronne</b>.<br><b>Canal radiculaire</b> : prolongement de la pulpe dans la <b>racine</b>, qui s'ouvre au <b>foramen apical</b>.;organe-dentaire
Définis : <b>corne pulpaire</b>.;Prolongement de la chambre pulpaire sous chaque <b>cuspide</b>.<br>⚠️ Très proche de la surface chez l'enfant → risque de <b>perforation</b> lors d'une cavité.;organe-dentaire
Nomme les faces d'une dent. (5);1. <b>Vestibulaire</b> — vers les lèvres/joues<br>2. <b>Palatine</b> (maxillaire) / <b>linguale</b> (mandibulaire) — vers le palais/la langue<br>3. <b>Mésiale</b> — vers la ligne médiane<br>4. <b>Distale</b> — loin de la ligne médiane<br>5. <b>Occlusale</b> (postérieures) / <b>Incisive</b> (antérieures) — face de mastication;organe-dentaire
Que sont une <b>cuspide</b> et une <b>crête marginale</b> ?;<b>Cuspide</b> : pointe/relief pyramidal sur la face occlusale (canine = 1, prémolaire = 2, molaire = 4–5).<br><b>Crête marginale</b> : relief linéaire en bordure de la face occlusale/palatine.;organe-dentaire
Nomme les 4 types de <b>sillons et fosses</b> occlusaux.;• <b>Fosse centrale</b><br>• <b>Sillon principal</b> (mésio-distal)<br>• <b>Fossettes</b> (mésiale, distale)<br>• <b>Cryptes / puits</b> (points de départ fréquents de la <b>carie</b>);organe-dentaire
Qu'est-ce que la <b>jonction émail-dentine</b> (JED) ? Pourquoi est-elle importante ?;Ligne de rencontre entre <b>émail</b> et <b>dentine</b>, au niveau du collet et sous la couronne.<br>• <b>Zone de fragilité mécanique</b> (carie s'y propage latéralement)<br>• <b>Très sensible</b> (proximité des tubules) → douleur au froid/au sucré;organe-dentaire
Qu'est-ce que la <b>ligne cervicale</b> (collet) ?;Jonction <b>couronne / racine</b> = jonction <b>émail / cément</b>.<br>3 types de relation possible : bout à bout, émail recouvre le cément (60 %), cément recouvre l'émail, ou <b>hiatus</b> (dentine exposée → sensibilité).;organe-dentaire
Qu'est-ce que le <b>foramen apical</b> ?;Orifice à l'<b>extrémité de la racine</b> par lequel passent le <b>nerf</b> et les <b>vaisseaux</b> pulaires.<br>→ C'est la porte d'entrée de la pulpe (et la voie de sortie de l'infection : <b>abcès péri-apical</b>).;organe-dentaire
Qu'est-ce que la <b>déciduation</b> ?;Processus de <b>perte des dents temporaires</b> (dents de lait), par <b>résorption des racines</b> sous la poussée de la dent permanente.<br>Débute vers <b>6 ans</b>, se termine vers <b>12 ans</b>.;organe-dentaire
Donne les âges d'éruption des dents permanentes (ordre).;<b>6 ans</b> : 1ʳᵉ molaire (« dent de 6 ans ») + incisives centrales<br><b>7–8 ans</b> : incisives latérales<br><b>9–12 ans</b> : canines + prémolaires<br><b>12 ans</b> : 2ᵉ molaire (« dent de 12 ans »)<br><b>17–25 ans</b> : 3ᵉ molaire (dent de sagesse);organe-dentaire
Quelle est la <b>première</b> dent permanente à apparaître ? Pourquoi est-elle capitale ?;La <b>1ʳᵉ molaire</b> (« dent de 6 ans »).<br>• Elle <b>ne remplace aucune dent de lait</b> → les parents croient que c'est une dent temporaire et ne la soignent pas<br>• C'est la <b>clé de l'occlusion</b> → la perdre jeune = effondrement de toute l'articulé dentaire;organe-dentaire
Qu'est-ce que la <b>dent de 6 ans</b> et la <b>dent de 12 ans</b> ?;<b>Dent de 6 ans</b> = 1ʳᵉ molaire permanente<br><b>Dent de 12 ans</b> = 2ᵉ molaire permanente<br>(Les 3ᵉ molaires = « dents de sagesse », 17–25 ans);organe-dentaire
Qu'est-ce que la <b>formule dentaire</b> ? Donne celle de l'adulte.;Notation du nombre de dents par demi-arcade :<br><b>I 2/2 · C 1/1 · PM 2/2 · M 3/3</b> = 32<br>Enfant : <b>i 2/2 · c 1/1 · m 2/2</b> = 20 (m = molaires de lait, pas de prémolaires);organe-dentaire
Qu'est-ce que la numérotation <b>FDI</b> (Fédération Dentaire Internationale) ?;2 chiffres : <b>quadrant</b> + <b>position</b>.<br>Quadrants : <b>1</b> = haut droit · <b>2</b> = haut gauche · <b>3</b> = bas gauche · <b>4</b> = bas droit<br>(sens des aiguilles d'une montre, vu du praticien)<br>Dents de lait : quadrants <b>5, 6, 7, 8</b>.;organe-dentaire
Donne le code FDI de : incisive centrale supérieure droite · canine inférieure gauche · 1ʳᵉ molaire supérieure gauche.;Incisive centrale sup. droite = <b>11</b><br>Canine inf. gauche = <b>33</b><br>1ʳᵉ molaire sup. gauche = <b>26</b>;organe-dentaire
Qu'est-ce que le <b>parodonte</b> ? Nomme ses 4 constituants.;"Ensemble des tissus de <b>soutien de la dent</b> :<br>1. <b>Gencive</b><br>2. <b>Ligament parodontal</b> (desmodonte)<br>3. <b>Cément</b><br>4. <b>Os alvéolaire</b>;<br>→ Le parodonte <b>attache</b> la dent à l'os et <b>amortit</b> les forces de mastication.";organe-dentaire
Qu'est-ce que le <b>ligament parodontal</b> (desmodonte) ?;Tissu conjonctif fibreux entre le <b>cément</b> et l'<b>os alvéolaire</b>.<br>Fibres principales : <b>alvéolo-dentaires</b>, <b>cémento-périostées</b>.<br>Rôles : <b>attache</b>, <b>amortisseur</b>, <b>nutrition</b>, <b>innervation proprioceptive</b> (sensibilité à la pression), remodelage.;organe-dentaire
Nomme les 2 types de <b>gencive</b> et leurs caractéristiques.;<b>Gencive attachée</b> (libre + adhérente) : rose pâle, ferme, <b>stipulée</b> (aspect peau d'orange), kératinisée.<br><b>Gencive marginale</b> (libre) : forme le <b>sulcus</b>, non attachée.<br><b>Muqueuse alvéolaire</b> : rouge, mobile, <b>non kératinisée</b> — ce n'est PAS de la gencive.;organe-dentaire
Qu'est-ce que le <b>sillon gingival libre</b> et le <b>sulcus</b> ?;<b>Sulcus</b> (sillon gingivo-dentaire) : espace entre la <b>gencive marginale</b> et la <b>dent</b>.<br>• Profondeur physiologique : <b>0,5 à 3 mm</b><br>• Au-delà = <b>poche parodontale</b> = signe de <b>parodontite</b>;organe-dentaire
Qu'est-ce que l'<b>attache épithéliale</b> ? Pourquoi est-elle cruciale ?;Bande d'épithélium qui <b>scelle la gencive à la dent</b> (au niveau du cément/émail).<br>• C'est la <b>barrière</b> entre la cavité buccale (infectée) et le parodonte (stérile)<br>• Sa <b>migration apicale</b> = signe de <b>parodontite</b> (perte d'attache = critère diagnostique principal);organe-dentaire
Qu'est-ce que l'<b>os alvéolaire</b> ? Distingue ses 2 parties.;Os qui <b>porte les dents</b>.<br>• <b>Os de soutien</b> (basal) : cortical + spongieux<br>• <b>Os alvéolaire propre</b> (lamina dura en radio) : os qui tapisse l'alvéole, où s'insèrent les fibres du ligament<br>→ La <b>lamina dura</b> disparaît en cas de parodontite.;organe-dentaire
Qu'est-ce que le <b>tissu péri-apical</b> ?;Tissu situé à l'<b>apex</b> de la racine, autour du foramen apical : ligament, os, vaisseaux, nerfs.<br>→ Siège de l'<b>abcès péri-apical</b>, du <b>kyste radiculeux</b>, du <b>granulome apical</b>.;organe-dentaire
Définis : <b>maxillaire</b> vs <b>mandibule</b>.;<b>Maxillaire</b> : os de l'arcade <b>supérieure</b>, <b>fixe</b>, creusé du <b>sinus maxillaire</b>.<br><b>Mandibule</b> : os de l'arcade <b>inférieure</b>, <b>seul os mobile du crâne</b>, porte le <b>condyle</b>.;organe-dentaire
Qu'est-ce que l'<b>articulation temporo-mandibulaire</b> (ATM) ? Ses 3 éléments.;Articulation entre le <b>condyle mandibulaire</b> et la <b>fosse mandibulaire du temporal</b>.<br>1. <b>Condyle</b><br>2. <b>Fosse glénoïde / cavité glénoïde</b><br>3. <b>Disque articulaire</b> (ménisque) + capsule + ligaments<br>→ Mouvements : <b>rotation</b> (ouverture initiale) puis <b>translation</b>.;organe-dentaire
Nomme les 4 <b>muscles masticateurs</b>.;1. <b>Masséter</b> — élévation (fermeture)<br>2. <b>Temporal</b> — élévation + rétropulsion<br>3. <b>Pterygoïdien médial</b> (interne) — élévation<br>4. <b>Pterygoïdien latéral</b> (externe) — <b>abaissement / propulsion</b> (seul muscle qui ouvre activement);organe-dentaire
Quel nerf innerve les dents et la mandibule ? Quel nerf le maxillaire ?;<b>Nerf mandibulaire (V3)</b> — branche du <b>trijumeau (V)</b> : nerf dentaire inférieur → dents mandibulaires.<br><b>Nerf maxillaire (V2)</b> : nerfs dentaires supérieurs → dents maxillaires.<br>⚠️ Le <b>trijumeau (V)</b> est le nerf clé en odontologie (anesthésie locale).;organe-dentaire
Quelles sont les <b>3 grandes glandes salivaires</b> et leurs canaux ?;1. <b>Parotide</b> → canal de <b>Sténon</b> (en regard de la 2ᵉ molaire supérieure)<br>2. <b>Sous-maxillaire</b> (submandibulaire) → canal de <b>Wharton</b><br>3. <b>Sublinguale</b> → canaux de <b>Rivinus</b> / canal de <b>Bartholin</b><br>+ glandes salivaires <b>accessoires</b> (labiales, palatines, linguales).;organe-dentaire
Quel type de sécrétion pour chaque grande glande salivaire ?;<b>Parotide</b> : <b>séreuse</b> (fluide, riche en amylase)<br><b>Sous-maxillaire</b> : <b>mixte</b> (séro-muqueuse) — produit le plus de volume au repos<br><b>Sublinguale</b> : <b>muqueuse</b> (visqueuse);organe-dentaire
Quel est le <b>pH normal de la salive</b> ? Le <b>débit</b> quotidien ?;<b>pH : 6,7 – 7,4</b> (moyenne ≈ 7)<br>⚠️ En dessous de <b>5,5</b> → <b>déminéralisation</b> de l'émail (début de la carie)<br><b>Débit : 1 à 1,5 L / jour</b> (0,3 mL/min au repos · 1–3 mL/min stimulée);organe-dentaire
Nomme 6 <b>fonctions de la salive</b>.;1. <b>Protection</b> (tampon du pH, clairance des sucres)<br>2. <b>Reminéralisation</b> (Ca²⁺, PO₄³⁻, fluor)<br>3. <b>Antibactérienne</b> (lysozyme, lactoperoxydase, IgA, lactoferrine)<br>4. <b>Digestive</b> (amylase salivaire / ptyaline)<br>5. <b>Lubrification</b> (mucines → phonation, déglutition)<br>6. <b>Gustative</b> (dissout les molécules sapides)<br>+ <b>pellicule acquise</b> sur la dent.;organe-dentaire
Quels sont les 4 <b>systèmes tampons</b> de la salive ?;1. <b>Bicarbonate</b> (HCO₃⁻) — le plus important, stimulé<br>2. <b>Phosphate</b> — dominant au repos<br>3. <b>Protéines</b> (acides aminés)<br>4. <b>Urée</b> (→ ammoniac)<br>→ Rôle : <b>neutraliser les acides</b> produits par les bactéries après un repas.;organe-dentaire
Qu'est-ce que la <b>pellicule acquise</b> ?;Film <b>organique acellulaire</b> (glycoprotéines salivaires) qui se dépose sur l'émail en <b>quelques minutes</b> après brossage.<br>→ Sert de <b>support d'adhésion</b> aux bactéries → devient la <b>plaque dentaire</b>.;organe-dentaire
Qu'est-ce que le <b>biofilm dentaire</b> (plaque dentaire) ?;Communauté structurée de <b>bactéries</b> adhérant à la pellicule acquise.<br>• <b>Primaire</b> : cocci Gram+ aérobies (<i>Streptococcus</i>)<br>• <b>Mature</b> (48 h+) : Gram− anaérobies (<i>Porphyromonas</i>, <i>Treponema</i>) → <b>parodontopathogène</b><br>→ Ne s'élimine que <b>mécaniquement</b> (brossage).;organe-dentaire
Qu'est-ce que le <b>tartre</b> (calcul dentaire) ?;<b>Plaque dentaire minéralisée</b> par les sels salivaires (Ca, PO₄).<br>• <b>Blanc jaunâtre</b>, dur, adhérent<br>• Ne s'enlève <b>pas au brossage</b> → nécessite un <b>détartrage</b> professionnel<br>• Rétention de plaque → gingivite → parodontite;organe-dentaire
Nomme les 3 types de <b>muqueuse buccale</b>.;1. <b>Muqueuse masticatoire</b> : gencive, palais dur — <b>kératinisée</b>, résistante<br>2. <b>Muqueuse de revêtement</b> : joues, lèvres, plancher, ventre de la langue — <b>non kératinisée</b>, souple<br>3. <b>Muqueuse spécialisée</b> : dos de la langue — papilles + goût;organe-dentaire
Qu'est-ce que le <b>vestibule buccal</b> ?;Espace en <b>fer à cheval</b> entre les <b>lèvres/joues</b> en dehors et les <b>arcades dentaires</b> en dedans.<br>→ C'est là qu'on fait les <b>injections anesthésiques vestibulaires</b>.;organe-dentaire
Qu'est-ce que la <b>cavité buccale proprement dite</b> ? Ses limites.;Espace <b>en dedans des arcades dentaires</b>.<br>• <b>Haut</b> : palais (dur + mou)<br>• <b>Bas</b> : plancher buccal + langue<br>• <b>En arrière</b> : se prolonge par l'<b>oropharynx</b> via l'<b>isthme du gosier</b> (entre les piliers antérieurs);organe-dentaire
Distingue le <b>palais dur</b> du <b>palais mou</b>.;<b>Palais dur</b> (antérieur, 2/3) : os recouvert de muqueuse kératinisée, <b>rigide</b> → mastication. Présente les <b>rides palatines</b>.<br><b>Palais mou</b> (postérieur, 1/3) : musculaire, <b>mobile</b>, se termine par la <b>luette (uvula)</b> → ferme le rhinopharynx lors de la déglutition.;organe-dentaire
Nomme les 4 types de <b>papilles linguales</b>.;1. <b>Caliciformes</b> (circumvallées) — 8 à 12, en <b>V lingual</b>, les plus grosses, goût<br>2. <b>Fongiformes</b> — pointe/bords, goût<br>3. <b>Foliées</b> — bords postérieurs, goût<br>4. <b>Filiformes</b> — les plus nombreuses, <b>pas de bourgeons gustatifs</b>, rôle mécanique (abrasion);organe-dentaire
Qu'est-ce que le <b>V lingual</b> ?;<b>V</b> formé par les <b>papilles caliciformes</b> à la partie postérieure du dos de la langue.<br>Sommet = <b>foramen cæcum</b> (vestige du canal thyréoglosse).<br>→ Sépare le <b>dos de la langue</b> (2/3 antérieurs) de la <b>base de langue</b> (1/3 postérieur).;organe-dentaire
Quels nerfs pour : sensibilité des 2/3 antérieurs de la langue · goût des 2/3 antérieurs · sensibilité du 1/3 postérieur ?;<b>Sensibilité 2/3 ant.</b> : nerf <b>lingual</b> (V3, trijumeau)<br><b>Goût 2/3 ant.</b> : <b>corde du tympan</b> (VII, facial)<br><b>Sensibilité + goût 1/3 post.</b> : nerf <b>glosso-pharyngien</b> (IX)<br><b>Motricité</b> : nerf <b>grand hypoglosse</b> (XII);organe-dentaire
Qu'est-ce que le <b>frein labial</b> ? Signe clinique ?;Repli de muqueuse qui attache la <b>lèvre</b> à la gencive (médian, supérieur et inférieur).<br>⚠️ Un frein <b>haut inséré</b> peut causer un <b>diastème</b> (espace entre incisives centrales) ou une <b>récidive orthodontique</b>.;organe-dentaire
Qu'est-ce qu'un <b>diastème</b> ?;<b>Espace anormal</b> entre deux dents adjacentes (souvent incisives centrales supérieures).<br>Causes : frein haut inséré, dent surnuméraire (mésiodens), macroglossie, discrepancy de taille dent/os.;organe-dentaire
Qu'est-ce que l'<b>occlusion dentaire</b> ?;<b>Contact</b> entre les dents maxillaires et mandibulaires lors de la fermeture.<br>• <b>OCIM</b> / OIM : <b>occlusion d'intercuspidie maximale</b> = position de référence<br>• <b>Relation centrée</b> : position condylienne la plus antéro-supérieure<br>• <b>Classe I d'Angle</b> = occlusion normale;organe-dentaire
Quelles sont les <b>3 classes d'Angle</b> ?;<b>Classe I</b> (normale) : cuspide mésio-vestibulaire de la 1ʳᵉ molaire sup. s'articule dans le <b>sillon mésio-vestibulaire</b> de la 1ʳᵉ molaire inf.<br><b>Classe II</b> : mandibule en <b>arrière</b> (rétrognathie) → « dents en avant »<br><b>Classe III</b> : mandibule en <b>avant</b> (prognathie) → prognathisme mandibulaire;organe-dentaire
Qu'est-ce que le <b>surplomb</b> et la <b>supraclusion</b> (overjet / overbite) ?;"<b>Surplomb (overjet)</b> : distance <b>horizontale</b> entre le bord des incisives sup. et inf. → normal <b>2–3 mm</b><br><b>Supraclusion (overbite)</b> : recouvrement <b>vertical</b> → normal <b>2–3 mm</b> (1/3 de la couronne)<br>Au-delà : <b>supraclusion excessive</b> ; en dessous : <b>béance</b>.";organe-dentaire
Qu'est-ce que l'<b>articulé croisé</b> (occlusion inversée) ?;Inversion du rapport normal : la dent <b>mandibulaire passe en vestibulaire</b> de la dent maxillaire.<br>Peut être <b>antérieur</b> ou <b>postérieur</b>, <b>unilatéral</b> ou <b>bilatéral</b>.;organe-dentaire
Définis : <b>mésial</b>, <b>distal</b>, <b>vestibulaire</b>, <b>palatin</b>, <b>lingual</b>, <b>occlusal</b>, <b>cervical</b>, <b>apical</b>.;<b>Mésial</b> : vers la ligne médiane<br><b>Distal</b> : loin de la ligne médiane<br><b>Vestibulaire</b> : vers lèvres/joues<br><b>Palatin</b> : vers le palais (haut)<br><b>Langual</b> : vers la langue (bas)<br><b>Occlusal</b> : face de mastication<br><b>Cervical</b> : vers le collet<br><b>Apical</b> : vers l'apex de la racine;organe-dentaire
Qu'est-ce que la <b>dentine réactionnelle</b> vs la <b>dentine réparatrice</b> (tertiaire) ?;<b>Réactionnelle</b> : déposée par les odontoblastes <b>existants</b> en réponse à une agression lente (usure, carie débutante).<br><b>Réparatrice / tertiaire</b> : déposée par de <b>nouveaux odontoblastes</b> après mort des anciens (agression sévère).<br>→ Mécanisme de <b>défense pulpaire</b>.;organe-dentaire
Qu'est-ce que l'<b>éruption</b> et l'<b>rhizagenèse</b> ?;<b>Éruption</b> : migration de la dent de son germe osseux vers la cavité buccale.<br><b>Rhizagenèse</b> : formation de la <b>racine</b> (après la couronne).<br>⚠️ À l'éruption, l'<b>apex est encore ouvert</b> → se ferme ~2–3 ans après (important pour l'endodontie de l'enfant).;organe-dentaire
Qu'est-ce que la <b>dent incluse</b> vs <b>enclavée</b> vs <b>impaction</b> ?;<b>Incluse</b> : dent qui n'a pas fait éruption, restée dans l'os (fréquent : <b>dents de sagesse</b>, canines sup.).<br><b>Enclavée</b> : dent dont l'éruption est <b>bloquée</b> par un obstacle (dent voisine, os, kyste).<br><b>Impaction</b> : dent incluse en <b>conflit</b> avec la racine de la dent voisine (risque de résorption).;organe-dentaire
Qu'est-ce que la <b>péricoronarite</b> ?;Inflammation/infection de la <b>gencive qui recouvre partiellement une dent en cours d'éruption</b> (capuchon muqueux), typiquement la <b>dent de sagesse inférieure</b>.<br>Signes : douleur, trismus, dysphagie, haleine fétide.<br>→ Urgence odontologique fréquente.;organe-dentaire
Qu'est-ce que le <b>trismus</b> ?;<b>Limitation de l'ouverture buccale</b> par contracture des muscles masticateurs.<br>Causes : péricoronarite, abcès, infection de l'espace massétérique, traumatisme de l'ATM.<br>Mesure normale : <b>40–50 mm</b> entre les bords incisifs.;organe-dentaire
Qu'est-ce que le <b>sillon naso-labial</b>, le <b>philtrum</b>, le <b>tubercule</b> ?;<b>Philtrum</b> : gouttière médiane de la lèvre supérieure.<br><b>Tubercule</b> : relief médian du bord libre de la lèvre supérieure.<br><b>Sillon naso-labial</b> : pli entre l'aile du nez et le coin de la bouche.;cavite-buccale
Qu'est-ce que le <b>commissure labiale</b> ? Pathologie fréquente ?;Angle de réunion des lèvres (coin de la bouche).<br>Pathologie fréquente : <b>perlèche</b> (chéilite angulaire) — fissuration, souvent candidosique, favorisée par l'<b>effondrement de la dimension verticale</b> (édenté).;cavite-buccale
Qu'est-ce que la <b>dimension verticale d'occlusion</b> (DVO) ?;Distance entre 2 points (ex. <b>base du nez</b> et <b>menton</b>) lorsque les dents sont en <b>occlusion</b>.<br>→ En prothèse complète, il faut la <b>reconstruire</b>. Sa perte = vieillisement du visage, perlèche, douleur ATM.;prothese
Qu'est-ce que l'<b>espace inter-arcades</b> (freeway space) ?;Espace entre les arcades en <b>position de repos mandibulaire</b> (dents sans contact).<br>Normal : <b>2–4 mm</b>.<br>DVO = dimension verticale de repos − espace inter-arcades.;prothese
Nomme les 6 étapes de la <b>formation de la dent</b> (odontogenèse).;1. <b>Initiation</b> (bourgeon épithélial)<br>2. <b>Prolifération</b> (stade du bonnet)<br>3. <b>Histo-différenciation</b> (stade de la cloche)<br>4. <b>Morpho-différenciation</b> (empreinte de la future couronne)<br>5. <b>Apposition</b> (dépôt de matrice : émail + dentine)<br>6. <b>Calcification / minéralisation</b><br>+ <b>Éruption</b> et <b>rhizagenèse</b>;embryologie
Distingue : <b>organe de l'émail</b> · <b>papille dentaire</b> · <b>sac dentaire</b> (germe dentaire).;<b>Organe de l'émail</b> (ectoderme) → <b>émail</b> (améloblastes)<br><b>Papille dentaire</b> (ectomésenchyme) → <b>pulpe + dentine</b> (odontoblastes)<br><b>Sac dentaire</b> (ectomésenchyme) → <b>cément + ligament parodontal + os alvéolaire</b><br>→ Ensemble = <b>germe dentaire</b>.;embryologie
Quelle est l'origine embryologique de l'émail vs la dentine ? Pourquoi est-ce capital ?;<b>Émail</b> : <b>ectoderme</b> (épithélium buccal primitif)<br><b>Dentine, pulpe, cément, parodonte</b> : <b>ectomésenchyme</b> (crêtes neurales)<br>⚠️ Conséquence clinique : l'émail est <b>acellulaire</b> et ne se régénère <b>pas</b> (les améloblastes disparaissent à l'éruption), alors que la dentine <b>se répare toute la vie</b>.;embryologie
Qu'est-ce que la <b>minéralisation</b> de l'émail ? Étapes.;1. Dépôt de <b>matrice organique</b> (amélogénines, énamélines) par les améloblastes<br>2. <b>Calcification initiale</b> (~30 % de minéral)<br>3. <b>Maturation</b> : perte d'eau et de protéines, dépôt massif d'<b>hydroxyapatite</b> → 96 %<br>⚠️ Tout ce qui perturbe cette phase = <b>hypominéralisation</b> (MIH, fluorose, hypoplasie).;embryologie
Qu'est-ce qu'une <b>hypoplasie de l'émail</b> ? Donne 3 causes.;<b>Défaut quantitatif</b> de formation de l'émail → émail mince, puits, sillons.<br>Causes :<br>• <b>Maladie fébrile</b> de l'enfance, prématurité<br>• <b>Carence</b> (vitamine D, calcium, vit A/C)<br>• <b>Fluorose</b> (excès de fluor)<br>• Traumatisme/infection d'une dent temporaire → <b>tache de Turner</b>;pathologie
Qu'est-ce que la <b>MIH</b> (Molar-Incisor Hypomineralisation) ?;"<b>Hypominéralisation</b> affectant <b>1 à 4 molaires permanentes</b> ± incisives.<br>Émail <b>blanc crémeux à brun jaunâtre</b>, poreux, qui <b>s'effrite</b>.<br>Hypersensibilité marquée → anesthésie difficile.<br>Prévalence ~15 % ; étiologie multifactorielle (prématurité, antibio précoce, fièvre).";pathologie
Qu'est-ce qu'une <b>dents de Turner</b> (tache de Turner) ?;<b>Hypoplasie d'une dent permanente isolée</b> causée par une <b>infection ou un traumatisme de la dent temporaire</b> qui la précédait.<br>Touche surtout les <b>prémolaires</b> (après infection d'une molaire de lait) et les <b>incisives</b> (après traumatisme).;pathologie
Qu'est-ce que l'<b>odontalgie</b> ? Distingue les 3 grands types de douleur.;<b>Odontalgie</b> = douleur dentaire.<br>1. <b>Dentine/pulpe réversible</b> : douleur au <b>froid/sucré</b>, <b>brève</b>, cède à l'éviction du stimulus → pulpite réversible<br>2. <b>Pulpe irréversible</b> : douleur <b>spontanée</b>, <b>pulsatile</b>, <b>nocturne</b>, prolongée, non localisée → pulpite irréversible<br>3. <b>Péri-apicale</b> : douleur à la <b>pression/mastication</b>, dent bien <b>localisée</b>, « dent longue » → desmodontite/abcès;semio
Définis : <b>pulpite réversible</b> vs <b>pulpite irréversible</b>.;<b>Réversible</b> : inflammation légère, douleur provoquée et brève, la pulpe peut <b>guérir</b> → traitement = <b>soin conservateur</b> (obturation).<br><b>Irréversible</b> : inflammation sévère, douleur <b>spontanée/pulsatile/nocturne</b>, la pulpe <b>ne peut pas guérir</b> → traitement = <b>traitement endodontique</b> (dévitalisation) ou extraction.;endodontie
Qu'est-ce que la <b>nécrose pulpaire</b> ?;<b>Mort de la pulpe</b>. Dent <b>non douloureuse au froid</b> (test de vitalité négatif), peut devenir douloureuse à la percussion si infection péri-apicale.<br>→ Évolution : <b>gangrène pulpaire</b>, <b>granulome apical</b>, <b>kyste radiculeux</b>, <b>abcès</b>, <b>cellulite</b>.;endodontie
Qu'est-ce qu'un <b>abcès péri-apical</b> vs une <b>cellulite</b> ?;<b>Abcès péri-apical</b> : collection purulente <b>localisée</b> à l'apex, dans l'os.<br><b>Cellulite</b> : diffusion de l'infection dans les <b>espaces cellulaires</b> des tissus mous de la face (jugale, sous-mandibulaire, plancher → <b>angine de Ludwig</b>).<br>⚠️ La cellulite = <b>urgence vitale</b> (détresse respiratoire possible).;chirurgie
